TotalBudget,ExperienceRating,AmountPaid,BalanceAmount,projAgeYrs,logAnnualBudget,paymentRatio,deptActive,statusProjEnc,dept_Agriculture,dept_Education,dept_Energy,dept_Health,dept_Infrastructure,dept_Water & Sanitation,ptype_Bridge,ptype_Dam,ptype_Flyover,ptype_Grid Station,ptype_Hospital,ptype_Irrigation Canal,ptype_Road Construction,ptype_Rural Health Centre,ptype_School Building,ptype_Solar Plant,ptype_University Building,ptype_Water Treatment Plant,loc_Abbottabad,loc_Bahawalpur,loc_Dera Ghazi Khan,loc_Faisalabad,loc_Gujranwala,loc_Gwadar,loc_Hyderabad,loc_Islamabad,loc_Karachi,loc_Lahore,loc_Mardan,loc_Multan,loc_Peshawar,loc_Quetta,loc_Rawalpindi,loc_Sargodha,loc_Sialkot,loc_Sukkur,loc_Swat,loc_Turbat,CompanyName,CompanyEncoded,SimilarProjectCost
1099.92,1.95,884.8,215.12,10.6,4.6421,0.8044,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,National Logistics Cell,1,1118.6
2144.0,2.19,743.21,1400.79,15.58,4.9244,0.3466,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,2872.125
2788.07,3.93,1042.61,1745.46,9.44,5.6881,0.374,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M/S Tariq Builders,8,1822.8899999999999
4136.37,3.49,698.02,3438.35,8.35,6.2053,0.1688,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,2419.14
4361.2,1.86,3878.74,482.46,13.32,5.7912,0.8894,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,China State Construction,6,4704.25
2259.79,4.85,2123.81,135.98,2.8,6.6934,0.9398,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontier Works Organization,0,4345.31
3814.22,3.61,2154.82,1659.4,3.38,7.0286,0.5649,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Habib Construction,4,1446.55
341.14,1.7,298.69,42.45,9.42,3.5895,0.8756,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Habib Construction,4,1660.79
6012.92,1.85,770.97,5241.95,11.27,6.2795,0.1282,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,1844.8
5572.4,2.32,4840.94,731.46,9.7,6.3535,0.8687,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habib Construction,4,2515.76
1739.84,3.19,698.6,1041.25,12.62,4.9263,0.4015,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,1374.28
1644.94,1.54,264.01,1380.92,9.39,5.1658,0.1605,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,2078.605
2330.99,2.81,735.92,1595.07,16.43,4.9549,0.3157,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Zahir Khan & Brothers,11,4750.6
1546.99,1.65,1505.93,41.06,16.55,4.5377,0.9735,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SMS Infrastructure,12,1046.59
2666.32,3.94,1260.43,1405.89,11.44,5.4513,0.4727,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Techno Construction,14,1131.52
10000.0,4.62,3079.65,6920.35,16.26,6.4216,0.308,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,2730.24
1369.19,4.91,1324.25,44.94,3.17,6.0682,0.9672,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Zahir Khan & Brothers,11,1869.27
1052.51,2.07,965.61,86.9,12.27,4.4518,0.9174,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SMS Infrastructure,12,1885.895
5309.92,4.96,1008.29,4301.63,14.16,5.9269,0.1899,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,2127.78
3090.77,1.63,1690.47,1400.3,2.95,6.9544,0.5469,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SMS Infrastructure,12,4977.78
1049.69,4.47,293.95,755.74,16.17,4.1731,0.28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habib Construction,4,1974.12
146.71,1.66,120.76,25.94,13.35,2.3969,0.8232,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontier Works Organization,0,1619.0700000000002
2198.02,2.91,383.85,1814.17,15.15,4.9773,0.1746,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,1531.8
3129.97,3.66,2009.69,1120.28,15.55,5.3047,0.6421,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Nespak,2,3351.4049999999997
1981.06,2.89,1245.18,735.88,13.75,4.9704,0.6285,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontier Works Organization,0,2051.1549999999997
749.42,4.19,183.23,566.19,14.63,3.9362,0.2445,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,1737.955
3115.49,3.94,677.5,2437.98,8.0,5.9647,0.2175,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Techno Construction,14,1133.9450000000002
1829.72,1.64,392.69,1437.02,4.88,5.9268,0.2146,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SMS Infrastructure,12,2272.475
768.92,1.95,274.5,494.42,15.41,3.91,0.357,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,1304.72
2011.99,4.72,1609.12,402.87,15.1,4.8922,0.7998,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FWO-CCECC JV,7,1845.78
1147.48,3.36,826.28,321.2,13.4,4.4501,0.7201,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Al-Shafi Construction,9,1197.25
590.61,4.12,87.13,503.48,14.67,3.6954,0.1475,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,1221.74
524.15,3.37,139.89,384.26,3.34,5.0558,0.2669,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,China State Construction,6,2278.17
7058.8,1.8,5246.52,1812.29,9.48,6.6128,0.7433,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,2309.42
2997.35,3.63,831.01,2166.34,15.49,5.2653,0.2772,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,2119.42
1751.84,2.06,370.05,1381.78,5.69,5.7297,0.2112,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,3615.74
804.74,4.64,471.32,333.42,16.96,3.8597,0.5857,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,955.26
493.16,4.01,409.26,83.9,14.31,3.5399,0.8299,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,1285.085
9200.38,2.35,1442.6,7757.78,9.61,6.8642,0.1568,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Descon Engineering,3,1154.22
1452.16,1.68,158.2,1293.96,9.99,4.9792,0.1089,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS Infrastructure,12,3427.81
1023.32,4.16,618.03,405.29,12.22,4.4277,0.6039,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,1619.0700000000002
1857.92,2.93,1693.68,164.24,13.19,4.9478,0.9116,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,3228.64
561.56,4.3,459.0,102.56,13.26,3.746,0.8174,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,1736.355
1124.3,2.87,450.35,673.95,15.16,4.3063,0.4006,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,1313.475
4162.54,3.36,466.02,3696.52,7.87,6.2708,0.112,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Frontier Works Organization,0,2508.915
5526.01,3.93,3221.83,2304.18,12.96,6.0554,0.583,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China State Construction,6,2600.33
1440.4,4.0,733.75,706.66,5.07,5.6493,0.5094,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,1786.335
276.47,3.39,212.29,64.18,9.53,3.3676,0.7679,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FWO-CCECC JV,7,1131.84
1022.62,2.71,223.84,798.78,5.78,5.1757,0.2189,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,1374.28
2091.83,3.27,1801.22,290.61,10.79,5.2672,0.8611,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,2730.24
1730.19,4.2,689.0,1041.18,11.77,4.9904,0.3982,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,3429.195
1234.57,1.93,275.65,958.92,15.66,4.3674,0.2233,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,1899.89
1183.67,2.83,878.46,305.21,11.12,4.6676,0.7422,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FWO-CCECC JV,7,1672.3400000000001
1853.06,3.38,690.57,1162.48,7.97,5.4489,0.3727,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,1853.06
4116.65,2.12,2113.83,2002.82,4.11,6.9094,0.5135,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Saif Group,10,2730.24
10000.0,4.91,8503.88,1496.12,9.73,6.9351,0.8504,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Habib Construction,4,6861.25
470.97,2.72,228.64,242.34,14.0,3.5157,0.4855,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Saif Group,10,1672.3400000000001
9173.16,4.0,4562.84,4610.32,6.41,7.2662,0.4974,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,National Logistics Cell,1,1336.045
10000.0,4.14,3032.41,6967.59,3.13,8.0693,0.3032,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SMS Infrastructure,12,5555.465
1840.52,1.59,1242.09,598.42,11.88,5.0429,0.6749,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,China State Construction,6,2860.6099999999997
1810.05,4.02,1446.13,363.92,10.35,5.1641,0.7989,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontier Works Organization,0,3049.63
457.81,2.53,402.96,54.85,5.07,4.5031,0.8802,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,840.5
5758.45,2.44,3630.47,2127.99,10.85,6.2743,0.6305,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,1300.02
3305.75,4.17,2624.32,681.43,16.23,5.3166,0.7939,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Nespak,2,2873.96
2129.91,2.4,382.54,1747.38,11.5,5.2215,0.1796,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,National Logistics Cell,1,2126.46
535.09,1.56,302.53,232.56,6.08,4.4774,0.5654,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,National Logistics Cell,1,1118.585
2818.55,4.65,2431.62,386.94,4.05,6.5453,0.8627,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,2206.81
1752.03,2.97,164.13,1587.9,15.72,4.7136,0.0937,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,1530.82
573.71,2.86,182.72,390.99,5.68,4.6152,0.3185,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,4871.98
637.25,2.89,351.79,285.45,16.24,3.6697,0.5521,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,1673.625
2431.76,4.2,362.66,2069.1,7.01,5.849,0.1491,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Saif Group,10,4704.25
2375.49,2.36,1653.5,721.99,8.52,5.6305,0.6961,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,2095.14
3500.3,4.87,2746.73,753.57,14.11,5.5137,0.7847,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zahir Khan & Brothers,11,7286.65
3009.51,4.16,2894.95,114.55,11.58,5.5603,0.9619,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FWO-CCECC JV,7,1336.045
4990.36,1.65,2979.67,2010.69,12.05,6.0262,0.5971,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SMS Infrastructure,12,1853.06
1287.38,4.06,569.33,718.05,3.81,5.8227,0.4422,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,1120.73
3517.37,3.59,928.26,2589.11,2.56,7.2255,0.2639,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,China State Construction,6,2421.12
4259.24,2.92,2345.62,1913.62,8.62,6.2028,0.5507,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,1820.505
3312.86,2.32,240.82,3072.04,11.24,5.6861,0.0727,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SMS Infrastructure,12,2800.45
1846.4,2.73,916.34,930.06,16.97,4.6895,0.4963,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,2016.355
3951.51,2.34,603.56,3347.95,13.06,5.7123,0.1527,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,1671.37
1236.9,4.69,1162.03,74.87,6.16,5.3023,0.9395,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,2974.96
2485.78,4.81,1204.82,1280.97,15.19,5.0977,0.4847,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China State Construction,6,2344.76
1750.97,2.31,147.36,1603.61,14.57,4.789,0.0842,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,1429.77
1532.58,4.75,1494.67,37.91,15.26,4.6095,0.9753,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,China State Construction,6,1457.48
10000.0,4.64,7455.21,2544.79,16.95,6.3801,0.7455,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Giga Construction,13,5600.39
924.41,2.43,157.56,766.84,15.16,4.1105,0.1704,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,924.41
1662.25,4.76,473.68,1188.57,6.94,5.4786,0.285,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,2667.26
2915.23,1.88,2570.85,344.39,16.43,5.1786,0.8819,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Izhar Construction,5,2363.88
4013.9,3.4,2146.52,1867.38,11.93,5.8185,0.5348,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,2849.65
3768.26,2.34,3447.9,320.36,7.01,6.287,0.915,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M/S Tariq Builders,8,3391.385
2046.47,4.55,1517.38,529.09,15.21,4.9019,0.7415,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Habib Construction,4,1681.5
1681.5,3.66,1618.44,63.05,6.31,5.5853,0.9625,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,National Logistics Cell,1,1681.5
1620.76,2.49,1347.36,273.4,3.93,6.022,0.8313,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nespak,2,1422.23
1169.54,1.74,385.83,783.72,12.32,4.5531,0.3299,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,1176.92
1905.08,1.66,138.82,1766.27,11.31,5.1266,0.0729,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,1599.855
1019.68,4.81,147.89,871.79,9.03,4.7267,0.145,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,1300.02
4074.56,2.31,3452.56,622.0,13.59,5.7032,0.8473,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,National Logistics Cell,1,5131.72
1746.95,4.63,460.95,1286.0,8.14,5.3688,0.2639,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,2122.5
2128.24,3.16,1632.27,495.97,14.97,4.957,0.767,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,National Logistics Cell,1,1118.6
3651.25,3.19,580.9,3070.35,13.95,5.5673,0.1591,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,2461.1800000000003
756.84,2.06,453.31,303.54,5.38,4.9465,0.5989,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,1836.6399999999999
3306.08,3.18,2010.16,1295.92,7.89,6.0379,0.608,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Giga Construction,13,1013.23
2005.12,3.18,1940.15,64.97,2.59,6.6518,0.9676,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,3615.74
2954.23,2.64,1570.09,1384.14,2.15,7.2255,0.5315,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,4619.85
5047.3,2.63,445.68,4601.62,7.37,6.5292,0.0883,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Descon Engineering,3,4704.25
